L1;1;05:00;
L1;1;05:30;
L1;1;06:00;
L1;1;06:30;
L1;1;07:00;
L1;1;07:30;
L1;1;08:00;
L1;1;08:30;
L1;1;09:00;
L1;1;09:30;
L1;1;10:00;
L1;1;10:30;
L1;1;11:00;
L1;1;11:30;
L1;1;12:00;
L1;1;12:30;
L1;1;13:00;
L1;1;13:30;
L1;1;14:00;
L1;1;14:30;
L1;1;15:00;
L1;1;15:30;
L1;1;16:00;
L1;1;16:30;
L1;1;17:00;
L1;1;17:30;
L1;1;18:00;
L1;1;18:30;
L1;1;19:00;
L1;1;19:30;
L1;1;20:00;
L1;1;20:30;
L1;2;05:00;
L1;2;05:30;
L1;2;06:00;
L1;2;06:30;
L1;2;07:00;
L1;2;07:30;
L1;2;08:00;
L1;2;08:30;
L1;2;09:00;
L1;2;09:30;
L1;2;10:00;
L1;2;10:30;
L1;2;11:00;
L1;2;11:30;
L1;2;12:00;
L1;2;12:30;
L1;2;13:00;
L1;2;13:30;
L1;2;14:00;
L1;2;14:30;
L1;2;15:00;
L1;2;15:30;
L1;2;16:00;
L1;2;16:30;
L1;2;17:00;
L1;2;17:30;
L1;2;18:00;
L1;2;18:30;
L1;2;19:00;
L1;2;19:30;
L1;2;20:00;
L1;2;20:30;
L1;3;05:00;
L1;3;05:30;
L1;3;06:00;
L1;3;06:30;
L1;3;07:00;
L1;3;07:30;
L1;3;08:00;
L1;3;08:30;
L1;3;09:00;
L1;3;09:30;
L1;3;10:00;
L1;3;10:30;
L1;3;11:00;
L1;3;11:30;
L1;3;12:00;
L1;3;12:30;
L1;3;13:00;
L1;3;13:30;
L1;3;14:00;
L1;3;14:30;
L1;3;15:00;
L1;3;15:30;
L1;3;16:00;
L1;3;16:30;
L1;3;17:00;
L1;3;17:30;
L1;3;18:00;
L1;3;18:30;
L1;3;19:00;
L1;3;19:30;
L1;3;20:00;
L1;3;20:30;
L1;4;05:00;
L1;4;05:30;
L1;4;06:00;
L1;4;06:30;
L1;4;07:00;
L1;4;07:30;
L1;4;08:00;
L1;4;08:30;
L1;4;09:00;
L1;4;09:30;
L1;4;10:00;
L1;4;10:30;
L1;4;11:00;
L1;4;11:30;
L1;4;12:00;
L1;4;12:30;
L1;4;13:00;
L1;4;13:30;
L1;4;14:00;
L1;4;14:30;
L1;4;15:00;
L1;4;15:30;
L1;4;16:00;
L1;4;16:30;
L1;4;17:00;
L1;4;17:30;
L1;4;18:00;
L1;4;18:30;
L1;4;19:00;
L1;4;19:30;
L1;4;20:00;
L1;4;20:30;
L1;5;05:00;
L1;5;05:30;
L1;5;06:00;
L1;5;06:30;
L1;5;07:00;
L1;5;07:30;
L1;5;08:00;
L1;5;08:30;
L1;5;09:00;
L1;5;09:30;
L1;5;10:00;
L1;5;10:30;
L1;5;11:00;
L1;5;11:30;
L1;5;12:00;
L1;5;12:30;
L1;5;13:00;
L1;5;13:30;
L1;5;14:00;
L1;5;14:30;
L1;5;15:00;
L1;5;15:30;
L1;5;16:00;
L1;5;16:30;
L1;5;17:00;
L1;5;17:30;
L1;5;18:00;
L1;5;18:30;
L1;5;19:00;
L1;5;19:30;
L1;5;20:00;
L1;5;20:30;
L1;6;05:00;
L1;6;05:30;
L1;6;06:00;
L1;6;06:30;
L1;6;07:00;
L1;6;07:30;
L1;6;08:00;
L1;6;08:30;
L1;6;09:00;
L1;6;09:30;
L1;6;10:00;
L1;6;10:30;
L1;6;11:00;
L1;6;11:30;
L1;6;12:00;
L1;6;12:30;
L1;6;13:00;
L1;6;13:30;
L1;6;14:00;
L1;6;14:30;
L1;6;15:00;
L1;6;15:30;
L1;6;16:00;
L1;6;16:30;
L1;6;17:00;
L1;6;17:30;
L1;6;18:00;
L1;6;18:30;
L1;6;19:00;
L1;6;19:30;
L1;6;20:00;
L1;6;20:30;
L2;1;05:20;
L2;1;06:00;
L2;1;06:40;
L2;1;07:20;
L2;1;08:00;
L2;1;08:40;
L2;1;09:20;
L2;1;10:00;
L2;1;10:40;
L2;1;11:20;
L2;1;12:00;
L2;1;12:40;
L2;1;13:20;
L2;1;14:00;
L2;1;14:40;
L2;1;15:20;
L2;1;16:00;
L2;1;16:40;
L2;1;17:20;
L2;1;18:00;
L2;1;18:40;
L2;1;19:20;
L2;1;20:00;
L2;1;20:40;
L2;2;05:20;
L2;2;06:00;
L2;2;06:40;
L2;2;07:20;
L2;2;08:00;
L2;2;08:40;
L2;2;09:20;
L2;2;10:00;
L2;2;10:40;
L2;2;11:20;
L2;2;12:00;
L2;2;12:40;
L2;2;13:20;
L2;2;14:00;
L2;2;14:40;
L2;2;15:20;
L2;2;16:00;
L2;2;16:40;
L2;2;17:20;
L2;2;18:00;
L2;2;18:40;
L2;2;19:20;
L2;2;20:00;
L2;2;20:40;
L2;3;05:20;
L2;3;06:00;
L2;3;06:40;
L2;3;07:20;
L2;3;08:00;
L2;3;08:40;
L2;3;09:20;
L2;3;10:00;
L2;3;10:40;
L2;3;11:20;
L2;3;12:00;
L2;3;12:40;
L2;3;13:20;
L2;3;14:00;
L2;3;14:40;
L2;3;15:20;
L2;3;16:00;
L2;3;16:40;
L2;3;17:20;
L2;3;18:00;
L2;3;18:40;
L2;3;19:20;
L2;3;20:00;
L2;3;20:40;
L2;4;05:20;
L2;4;06:00;
L2;4;06:40;
L2;4;07:20;
L2;4;08:00;
L2;4;08:40;
L2;4;09:20;
L2;4;10:00;
L2;4;10:40;
L2;4;11:20;
L2;4;12:00;
L2;4;12:40;
L2;4;13:20;
L2;4;14:00;
L2;4;14:40;
L2;4;15:20;
L2;4;16:00;
L2;4;16:40;
L2;4;17:20;
L2;4;18:00;
L2;4;18:40;
L2;4;19:20;
L2;4;20:00;
L2;4;20:40;
L2;5;05:20;
L2;5;06:00;
L2;5;06:40;
L2;5;07:20;
L2;5;08:00;
L2;5;08:40;
L2;5;09:20;
L2;5;10:00;
L2;5;10:40;
L2;5;11:20;
L2;5;12:00;
L2;5;12:40;
L2;5;13:20;
L2;5;14:00;
L2;5;14:40;
L2;5;15:20;
L2;5;16:00;
L2;5;16:40;
L2;5;17:20;
L2;5;18:00;
L2;5;18:40;
L2;5;19:20;
L2;5;20:00;
L2;5;20:40;
L2;6;05:20;
L2;6;06:00;
L2;6;06:40;
L2;6;07:20;
L2;6;08:00;
L2;6;08:40;
L2;6;09:20;
L2;6;10:00;
L2;6;10:40;
L2;6;11:20;
L2;6;12:00;
L2;6;12:40;
L2;6;13:20;
L2;6;14:00;
L2;6;14:40;
L2;6;15:20;
L2;6;16:00;
L2;6;16:40;
L2;6;17:20;
L2;6;18:00;
L2;6;18:40;
L2;6;19:20;
L2;6;20:00;
L2;6;20:40;
L3;1;06:30;
L3;1;06:45;
L3;1;07:00;
L3;1;07:15;
L3;1;07:30;
L3;1;07:45;
L3;1;08:00;
L3;1;08:15;
L3;1;08:30;
L3;1;08:45;
L3;1;09:00;
L3;1;09:15;
L3;1;09:30;
L3;1;09:45;
L3;1;10:00;
L3;1;10:15;
L3;1;10:30;
L3;1;10:45;
L3;1;11:00;
L3;1;11:15;
L3;1;11:30;
L3;1;11:45;
L3;1;12:00;
L3;1;12:15;
L3;1;12:30;
L3;1;12:45;
L3;1;13:00;
L3;1;13:15;
L3;1;13:30;
L3;1;13:45;
L3;1;14:00;
L3;1;14:15;
L3;1;14:30;
L3;1;14:45;
L3;1;15:00;
L3;1;15:15;
L3;1;15:30;
